city,date,fare,ride_id
Rodriguezview,4/17/16 21:46,45.95,8.89E+12
East Cherylfurt,4/15/16 23:16,20.2,1.77E+12
Clarkstad,5/13/16 0:04,30.18,9.74E+12
Johnland,8/9/16 23:50,37.69,2.15E+12
Johnland,5/29/16 6:19,17.89,5.60E+12
Thomastown,9/26/16 4:13,33.38,71844197683
Port Jose,10/17/16 5:13,22.91,2.63E+12
Conwaymouth,6/7/16 9:41,34.14,6.46E+12
East Jenniferchester,2/12/16 23:17,49.09,8.69E+12
New Samanthaside,7/25/16 17:46,24.1,6.80E+12
East Jenniferchester,4/9/16 8:41,27.93,5.73E+12
Port Jose,7/6/16 4:26,19.83,4.12E+12
Port Jose,1/15/16 10:56,25.69,9.40E+12
East Jenniferchester,7/20/16 14:28,30.19,9.30E+12
Campbellport,11/30/16 16:00,20.34,7.52E+12
Port James,5/7/16 22:05,21.35,7.33E+12
East Cherylfurt,5/2/16 5:19,31.67,5.64E+12
Paulfort,5/27/16 17:21,22.46,3.68E+12
Floresberg,3/29/16 2:26,34.4,9.52E+12
Port Michelleview,3/14/16 13:45,22.59,5.42E+12
Paulfort,2/11/16 21:34,16.38,3.94E+12
South Gracechester,7/26/16 11:37,23.7,3.54E+12
South Shannonborough,5/8/16 12:58,41.16,5.06E+12
Conwaymouth,4/29/16 12:06,46.07,3.46E+11
Port Jose,6/8/16 17:34,38.22,6.83E+12
Carrollbury,8/20/16 11:20,46.67,4.79E+12
South Shannonborough,11/25/16 4:39,12.3,3.18E+12
Thomastown,8/8/16 22:55,17.93,9.68E+12
Lake Brenda,11/14/16 5:23,23.08,3.68E+12
Port James,1/4/16 18:16,37.63,2.36E+12
Sarahview,1/18/16 7:08,44.94,9.86E+12
New Samanthaside,4/14/16 8:50,20.27,7.80E+12
New Brandonborough,9/8/16 7:31,15.51,5.50E+12
New Brandonborough,3/1/16 9:19,23.21,1.35E+12
New Cindyborough,4/21/16 3:10,41.04,3.00E+12
West Tony,2/18/16 19:47,38,3.36E+12
Webstertown,2/1/16 10:46,15.05,4.10E+12
Jeffreyton,2/23/16 11:48,32.52,1.61E+11
Rodriguezview,1/17/16 3:28,24.09,9.63E+12
Clarkstad,8/8/16 20:18,32.14,8.35E+12
Sarahview,6/1/16 14:38,47.71,5.42E+12
New Samanthaside,2/15/16 1:27,28.39,9.18E+12
Port James,9/18/16 19:32,47.44,6.35E+12
South Shannonborough,11/12/16 15:53,14.63,9.78E+12
South Jennifer,8/10/16 16:05,38.07,8.33E+12
New Michelleberg,8/11/16 20:26,12.57,8.96E+12
Jasonfort,12/4/16 15:42,19.35,6.27E+12
Williamchester,5/10/16 16:35,36.07,4.92E+12
New Lynn,10/16/16 2:01,35.17,2.42E+12
West Pamelaborough,11/2/16 14:44,46.46,3.05E+12
Thomastown,3/6/16 0:37,16.55,4.35E+12
Kyleton,11/25/16 2:05,12.37,8.63E+12
Tiffanyton,2/5/16 13:27,12.58,9.11E+12
Floresberg,3/10/16 17:33,24.86,5.22E+12
Port James,1/7/16 3:59,19.35,6.67E+12
Port Alexandria,9/24/16 11:54,37.57,1.79E+12
Johnland,8/28/16 4:49,26.09,9.09E+12
Rodriguezview,3/14/16 14:31,26.91,4.91E+12
New Cindyborough,7/5/16 14:06,41.4,8.25E+12
Rodriguezview,11/17/16 11:30,23.71,3.59E+12
Tiffanyton,10/25/16 14:38,31.86,2.73E+12
Tiffanyton,1/18/16 7:12,30.51,4.09E+12
Tiffanyton,10/15/16 3:14,35.81,8.31E+12
South Shannonborough,7/4/16 23:28,16.44,6.49E+12
Port Alexandria,8/10/16 12:16,31.75,11622863980
Anitamouth,3/3/16 13:56,40.85,3.93E+12
Williamchester,5/22/16 4:15,25.91,4.68E+12
New Michelleberg,2/22/16 7:48,32.15,7.61E+12
West Tony,9/30/16 14:44,35.83,5.76E+12
Port James,2/21/16 17:23,44.61,5.83E+12
Port Michelleview,11/1/16 4:02,46.47,8.82E+12
East Cherylfurt,3/27/16 15:05,43.78,2.43E+12
Carrollbury,9/20/16 11:00,44.22,6.46E+12
Conwaymouth,11/24/16 2:48,45.62,2.52E+12
Port James,7/23/16 18:11,49.68,2.26E+11
South Shannonborough,2/8/16 20:41,27.11,6.36E+12
New Jessicamouth,9/21/16 6:44,48.04,1.10E+11
East Cherylfurt,9/30/16 4:50,27.26,4.04E+12
Williamchester,5/16/16 12:38,48.47,6.53E+12
North Tracyfort,1/27/16 20:06,33.6,1.23E+11
Floresberg,5/3/16 2:41,27.14,8.88E+11
Campbellport,7/27/16 23:38,31.53,5.67E+12
Thomastown,9/10/16 12:37,44.88,9.64E+12
Paulfort,4/16/16 8:05,13.7,7.48E+11
East Cherylfurt,10/8/16 18:59,45.34,1.98E+12
South Jennifer,10/5/16 18:42,30.99,3.13E+12
Port Michelleview,8/13/16 23:22,27.05,3.01E+12
North Tracyfort,11/18/16 13:54,29.4,7.15E+12
Lake Brenda,3/18/16 18:41,17.22,5.87E+11
Thomastown,4/13/16 13:57,44.08,1.00E+11
Port Alexandria,10/30/16 11:03,14.44,4.82E+12
Port Jose,10/12/16 21:24,36.71,2.04E+12
Floresberg,11/29/16 16:25,20.97,1.61E+12
Port Guytown,4/8/16 3:57,29.64,6.26E+12
Martinmouth,5/17/16 22:41,24.07,4.71E+12
East Cherylfurt,11/30/16 11:34,29.88,3.02E+12
Port James,7/2/16 17:07,33.05,1.96E+12
Kyleton,4/4/16 21:50,20.28,5.58E+12
New Samanthaside,4/21/16 22:08,29.73,3.74E+12
New Michelleberg,9/30/16 1:07,14.81,3.55E+12
Port James,3/12/16 6:41,49.32,2.25E+12
Rodriguezview,10/1/16 11:30,21.63,3.49E+12
West Tony,1/5/16 8:35,15.72,9.71E+12
North Tracyfort,5/24/16 20:17,13.67,4.45E+12
Port James,7/31/16 2:04,43.77,2.24E+12
Paulfort,8/20/16 13:30,29.74,3.57E+12
Williamchester,8/21/16 22:39,41.25,9.41E+12
East Jenniferchester,10/27/16 19:36,19.58,6.24E+12
Port Guytown,2/15/16 5:39,30.42,2.35E+12
Sarahview,10/16/16 1:15,45.78,5.01E+12
Kyleton,3/5/16 20:14,48.12,6.50E+12
Thomastown,8/25/16 23:01,27.56,3.20E+12
Rodriguezview,3/14/16 21:17,42.48,4.80E+12
Webstertown,5/22/16 13:29,40.77,2.09E+11
Port James,8/30/16 14:21,37.25,3.32E+12
South Gracechester,9/8/16 6:53,23.25,7522667629
East Cherylfurt,4/5/16 9:38,33.16,4.79E+12
West Evan,11/24/16 4:36,49.85,9.12E+12
Webstertown,9/18/16 2:17,24.01,1.84E+12
South Jennifer,3/26/16 7:26,31.29,9.69E+12
Lake Brenda,8/6/16 2:22,49.37,8.05E+12
New Michelleberg,11/11/16 8:38,19.47,3.11E+12
Lake Brenda,1/18/16 7:43,12.6,3.12E+12
Port Jose,8/22/16 5:55,36.32,5.72E+12
West Evan,11/27/16 8:12,22.68,3.22E+12
New Jessicamouth,5/27/16 18:12,34.64,3.43E+12
East Jenniferchester,11/30/16 7:07,25.89,1.28E+12
East Cherylfurt,10/20/16 2:48,25.35,7.47E+12
New Michelleberg,9/15/16 12:57,15.08,6.32E+12
West Pamelaborough,11/15/16 6:34,19.93,8.87E+12
Tiffanyton,4/20/16 13:59,25.68,3.05E+12
West Tony,11/21/16 1:55,40.4,8.42E+12
Thomastown,8/13/16 15:11,19.87,1.70E+12
Carrollbury,10/27/16 0:24,34.9,8.70E+12
Carrollbury,5/24/16 3:40,47.88,1.29E+12
Port Michelleview,6/19/16 23:29,21.46,9.50E+12
East Jenniferchester,5/6/16 20:54,43.27,6.36E+12
New Lynn,1/12/16 7:52,33.29,7.48E+12
Port Guytown,6/11/16 16:12,18.55,1.83E+12
Campbellport,9/16/16 9:30,41.36,2.33E+12
Port Michelleview,7/8/16 4:37,21.88,3.78E+12
Port Michelleview,3/30/16 0:47,29.29,4.24E+12
Tiffanyton,7/23/16 16:54,22.19,6.91E+12
Thomastown,5/25/16 5:24,34.31,7.34E+12
New Samanthaside,7/11/16 10:25,41.34,2.08E+12
Webstertown,9/23/16 4:54,24.22,4.81E+12
Thomastown,8/24/16 11:15,19.52,3.32E+12
Thomastown,1/4/16 8:16,41.6,4.29E+12
Port James,6/15/16 8:18,31.1,8.36E+12
Port James,7/15/16 15:34,33.5,7.48E+12
Clarkstad,11/11/16 13:40,21.89,6.28E+12
South Jennifer,9/4/16 2:07,46.04,8.29E+12
Tiffanyton,1/1/16 20:44,26.45,5.29E+12
South Shannonborough,3/4/16 23:04,37.28,2.41E+12
New Cindyborough,5/9/16 17:03,33.1,5.00E+12
Port James,9/14/16 18:28,12.45,1.18E+12
Clarkstad,6/5/16 17:26,41.99,9.19E+11
New Cindyborough,3/24/16 2:06,42.86,3.60E+12
New Brandonborough,1/8/16 3:46,19.27,3.17E+12
Campbellport,10/21/16 18:00,41.07,4.76E+12
North Tracyfort,3/3/16 8:13,23.21,6.00E+12
New Samanthaside,7/3/16 11:52,28.49,8.88E+12
Carrollbury,3/20/16 0:10,24.36,7.99E+12
Sarahview,5/3/16 1:13,45.86,1.12E+12
Martinmouth,5/25/16 14:23,41.13,8.39E+12
North Tracyfort,6/24/16 17:18,21.92,1.33E+12
Sarahview,11/24/16 3:57,33.69,2.50E+12
Port Guytown,1/9/16 11:21,37.1,3.26E+11
Sarahview,10/22/16 8:19,31.69,8.38E+12
South Gracechester,2/15/16 0:38,21.87,4.88E+12
New Jessicamouth,7/20/16 4:52,43.96,2.65E+12
West Tony,4/19/16 4:44,33.67,2.47E+12
New Samanthaside,4/24/16 5:27,49.59,2.44E+12
New Lynn,4/11/16 4:08,19.03,4.32E+12
New Brandonborough,2/23/16 23:14,40.17,6.81E+12
Port Jose,8/29/16 12:55,32.02,5.42E+12
North Tracyfort,2/8/16 14:00,12.76,6.87E+12
Thomastown,3/10/16 5:20,43.07,1.45E+12
Clarkstad,1/5/16 19:46,36.58,6.18E+12
East Cherylfurt,5/27/16 3:20,33.86,1.66E+12
Jeffreyton,10/4/16 21:52,47.04,1.72E+11
Williamchester,3/20/16 21:13,33.75,8.82E+12
Anitamouth,7/4/16 3:08,36.12,2.38E+12
Port Alexandria,5/28/16 7:48,42.4,2.80E+12
South Gracechester,2/25/16 17:21,45.89,2.29E+12
Port Michelleview,11/4/16 2:56,28.06,7.21E+12
South Gracechester,8/28/16 6:25,39.53,1.12E+12
Port Michelleview,6/23/16 19:58,26.1,2.32E+12
West Paulport,2/22/16 11:57,29.15,1.93E+12
South Shannonborough,5/20/16 16:11,48.59,1.67E+11
Tiffanyton,5/22/16 10:32,32.21,4.19E+12
East Jenniferchester,8/16/16 9:38,48.79,3.38E+12
Williamchester,4/25/16 22:42,23.62,2.46E+12
West Paulport,2/28/16 4:08,47.74,4.60E+12
West Evan,3/3/16 18:39,17.08,4.56E+12
Campbellport,6/5/16 13:59,23.22,9.01E+12
Port Jose,1/8/16 10:24,41.68,7.58E+12
New Michelleberg,9/11/16 18:56,15.76,4.61E+12
New Jessicamouth,6/11/16 20:41,23.83,2.17E+12
Port Guytown,12/3/16 5:31,15.8,5.02E+12
New Michelleberg,8/24/16 18:38,48.24,9.00E+12
Port Alexandria,10/13/16 21:49,28.77,5.13E+12
New Cindyborough,10/8/16 13:31,28.48,3.43E+12
New Samanthaside,2/15/16 13:11,45.78,1.23E+12
Martinmouth,9/23/16 13:03,46.01,7.37E+12
South Gracechester,9/28/16 22:04,39.09,2.47E+11
Conwaymouth,2/10/16 23:15,29.57,5.43E+12
South Shannonborough,8/27/16 23:51,17.32,3.58E+12
Jeffreyton,2/25/16 8:29,40.02,8.27E+12
New Lynn,11/9/16 2:49,43.74,5.75E+11
Anitamouth,12/2/16 22:59,38.64,7.35E+12
Carrollbury,11/20/16 14:55,37.97,4.40E+12
West Tony,1/13/16 13:54,30.32,7.88E+12
Jeffreyton,8/16/16 11:00,33.71,9.97E+12
Paulfort,11/14/16 14:49,39.57,4.55E+12
Jeffreyton,2/17/16 15:46,12.77,3.66E+12
West Pamelaborough,8/10/16 0:56,43.17,3.21E+12
Johnland,7/17/16 16:27,46.96,7.24E+12
Paulfort,6/7/16 2:40,35.32,3.72E+12
Port Michelleview,10/29/16 14:09,19.01,8.48E+12
Conwaymouth,11/30/16 20:07,48.45,9.00E+12
Jeffreyton,7/12/16 23:20,28.71,4.68E+12
Sarahview,11/2/16 22:40,13.68,7.46E+12
Martinmouth,10/26/16 2:21,29.03,5.69E+11
New Samanthaside,4/3/16 12:43,41.87,6.92E+12
Lake Brenda,5/5/16 11:25,45.93,7.68E+12
South Gracechester,6/27/16 15:54,30.9,9.36E+12
West Evan,2/3/16 15:50,17.57,2238752751
West Paulport,2/15/16 12:08,47.04,7.84E+12
Port Jose,11/9/16 19:10,17.75,1.72E+11
New Jessicamouth,3/19/16 1:56,21.92,1.98E+12
Port Jose,7/2/16 3:44,14.9,8.47E+12
New Lynn,10/31/16 10:33,17.89,7.11E+12
Port James,2/6/16 1:24,15.67,3.45E+12
South Jennifer,10/7/16 21:10,35.7,3.44E+12
Port Michelleview,9/30/16 0:18,38.76,2.95E+12
New Samanthaside,10/13/16 6:40,37.05,2.72E+12
Webstertown,1/26/16 7:27,36.73,6.51E+12
South Jennifer,6/24/16 20:00,36.29,7.63E+12
Anitamouth,7/14/16 16:11,48.93,7.75E+12
Webstertown,5/31/16 9:14,20.15,3.05E+12
New Jessicamouth,5/18/16 16:18,39.17,8.21E+11
New Cindyborough,10/19/16 22:48,19.45,9.70E+12
Johnland,8/31/16 17:17,16.34,3.26E+12
Martinmouth,5/28/16 7:21,15.49,2.84E+12
Clarkstad,9/28/16 5:16,42.58,5.69E+12
Jeffreyton,11/3/16 20:05,26.06,4.69E+12
Jasonfort,6/26/16 16:45,35.04,4.10E+12
Jeffreyton,4/18/16 7:32,46.26,4.17E+12
South Gracechester,5/30/16 17:10,16.57,4.37E+12
West Paulport,4/11/16 14:22,34.31,5.74E+12
South Jennifer,5/9/16 20:44,25.02,5.18E+12
Webstertown,7/19/16 11:48,25.28,5.55E+12
Campbellport,2/25/16 20:39,20.55,1.95E+12
South Shannonborough,9/23/16 16:13,25.78,7.23E+12
South Gracechester,2/13/16 8:59,17.95,7.71E+12
Port Guytown,5/20/16 7:48,19.43,4.25E+12
South Jennifer,2/5/16 10:51,29.74,9.51E+12
Clarkstad,5/23/16 15:09,21.7,7.36E+12
New Jessicamouth,7/2/16 0:26,49.95,7.15E+12
South Jennifer,8/31/16 21:49,18.46,5.68E+12
Campbellport,8/15/16 22:27,22.95,7.92E+12
West Paulport,7/26/16 14:43,14.98,9.74E+12
North Tara,4/30/16 8:52,45.36,4.63E+12
Martinmouth,1/23/16 18:52,38.3,8.53E+12
Paulfort,1/6/16 8:35,48.39,9.07E+12
Johnland,11/17/16 4:32,14.08,7.75E+12
New Jessicamouth,1/12/16 14:36,30.04,2.29E+12
East Cherylfurt,2/10/16 8:01,42.62,5.21E+11
South Gracechester,7/7/16 11:44,29.38,4.31E+12
North Tara,11/9/16 15:45,43.72,8.10E+12
Tiffanyton,6/2/16 6:42,23.58,5.55E+12
Port Jose,4/29/16 21:46,33.34,2.08E+12
North Tara,4/15/16 13:57,49.2,5.36E+12
Floresberg,11/6/16 5:10,41.5,5.02E+11
Sarahview,7/9/16 9:05,23.35,8.20E+12
Jeffreyton,11/20/16 11:01,15.54,6.38E+12
Paulfort,10/23/16 19:21,32.76,1.15E+12
West Paulport,6/7/16 10:59,44.39,6.96E+12
South Gracechester,10/16/16 3:24,30.95,8.90E+12
East Jenniferchester,6/25/16 20:08,37.1,1.28E+12
West Pamelaborough,7/26/16 15:41,21.1,1.86E+12
Tiffanyton,9/2/16 20:49,29.91,4.57E+12
New Michelleberg,8/1/16 12:29,38.77,8.19E+12
Williamchester,3/12/16 5:45,44.37,4.34E+12
New Jessicamouth,10/30/16 20:31,24.27,2.76E+12
North Tracyfort,1/21/16 22:58,49.2,8.86E+12
East Cherylfurt,4/12/16 15:15,18.26,9.19E+12
New Cindyborough,4/21/16 13:16,17.43,1.04E+12
South Gracechester,1/7/16 4:23,12.82,6.64E+12
South Gracechester,5/9/16 23:34,36.82,4.13E+12
South Gracechester,6/24/16 0:33,38.59,5.54E+12
Port James,7/1/16 12:54,21.83,7.15E+11
West Tony,8/12/16 13:46,36.19,5.04E+11
Lake Brenda,10/5/16 10:21,45.47,7.31E+12
South Gracechester,2/27/16 7:42,30.47,4.22E+11
Campbellport,9/29/16 18:39,32.93,8.56E+12
Jasonfort,11/13/16 12:08,23.24,4.35E+12
South Jennifer,8/29/16 19:51,26.36,6.41E+11
New Jessicamouth,7/19/16 14:20,30.24,6.87E+12
Tiffanyton,10/26/16 13:51,46.16,1.38E+12
Thomastown,1/25/16 17:39,21.1,6.43E+12
Port James,3/7/16 8:51,24.26,6.23E+11
Thomastown,5/30/16 2:40,28,9.14E+12
Thomastown,1/19/16 12:40,29.08,3.26E+12
Port Michelleview,3/16/16 10:58,14.9,8.18E+12
South Gracechester,3/9/16 20:08,44.62,1.69E+12
Conwaymouth,4/2/16 18:40,25.67,9.95E+12
South Shannonborough,3/6/16 6:47,39.15,6.58E+12
West Evan,1/2/16 16:24,22.59,3.60E+12
Webstertown,9/12/16 4:03,24.15,7.09E+12
West Tony,3/17/16 8:21,21.95,3.86E+12
Lake Brenda,7/26/16 22:43,21.61,9.07E+11
West Paulport,3/25/16 0:12,21.08,8.30E+12
Port Michelleview,10/23/16 20:30,19.91,3.56E+12
East Jenniferchester,7/26/16 1:44,46.71,9.94E+12
Rodriguezview,6/23/16 3:43,49.24,9.93E+12
Lake Brenda,7/4/16 13:31,23.5,3.60E+12
East Jenniferchester,4/11/16 9:46,28.66,8.22E+12
Port James,4/14/16 19:45,38.26,4.12E+12
Thomastown,5/15/16 9:40,40.02,6.41E+12
East Jenniferchester,10/2/16 8:26,19.26,4.16E+12
West Evan,3/22/16 22:20,33.36,9.78E+12
Anitamouth,1/6/16 7:02,12.22,5.61E+12
New Samanthaside,10/23/16 19:06,23.06,3.92E+12
East Jenniferchester,1/28/16 21:29,25.43,5.27E+12
Rodriguezview,8/29/16 19:22,18.75,9.98E+12
Jasonfort,11/10/16 20:28,23.25,8.03E+12
Williamchester,8/31/16 16:49,19.95,3.36E+12
Port Michelleview,9/14/16 6:44,44.15,2.44E+11
Lake Brenda,11/5/16 0:11,20.57,6.85E+12
New Jessicamouth,5/17/16 8:21,37.59,5.55E+12
Rodriguezview,10/18/16 19:48,26.75,7.55E+12
Port James,1/3/16 16:21,35.59,1.51E+12
Johnland,9/25/16 21:33,18.89,3.47E+12
Clarkstad,6/11/16 19:21,32.78,8.95E+12
Port Michelleview,11/27/16 7:42,12.83,1.14E+12
West Pamelaborough,11/26/16 10:45,49.36,1.79E+12
Port Guytown,6/17/16 11:20,14.84,6.61E+12
New Cindyborough,5/12/16 21:57,24.89,3.65E+12
North Tara,8/19/16 9:15,17.22,9.31E+12
Horneland,7/19/16 10:07,12.63,8.21E+12
Kinghaven,5/18/16 23:28,20.53,6.43E+12
New Johnbury,4/21/16 8:30,56.6,9.00E+12
South Joseph,2/17/16 1:41,57.52,7.37E+12
Kennethburgh,10/19/16 13:13,24.43,2.73E+12
East Stephen,2/16/16 11:58,22.43,8.12E+12
Stevensport,2/14/16 15:52,22.2,3.41E+11
West Kevintown,11/27/16 20:12,12.92,6.46E+12
East Troybury,2/21/16 6:07,45.12,1.61E+12
Erikport,1/1/16 18:05,11.76,3.57E+12
Hernandezshire,2/20/16 8:17,58.95,3.18E+12
Jacksonfort,10/9/16 2:18,10.33,1.82E+12
East Leslie,4/21/16 18:44,19.26,5.84E+12
Horneland,3/22/16 21:22,31.53,1.80E+12
New Johnbury,7/25/16 19:05,24.03,8.78E+12
East Stephen,7/27/16 9:55,41.64,3.15E+12
North Whitney,4/1/16 21:21,51.01,6.13E+11
East Leslie,4/13/16 4:30,40.47,7.08E+12
Manuelchester,3/21/16 22:15,49.62,6.05E+12
South Joseph,4/12/16 0:21,56.07,7.01E+12
North Whitney,4/26/16 9:35,42.09,9.47E+12
Kinghaven,8/15/16 14:54,54.73,9.86E+12
East Leslie,4/26/16 2:34,45.8,9.40E+12
Hernandezshire,6/26/16 20:11,28.78,6.38E+12
East Stephen,7/11/16 1:21,41.86,1.02E+12
East Troybury,3/4/16 10:49,35.77,9.73E+12
Erikport,10/1/16 6:32,25.18,5.04E+12
East Leslie,4/5/16 18:53,44.78,6.11E+12
West Kevintown,2/19/16 1:42,11.15,8.62E+12
Shelbyhaven,5/24/16 15:29,18.11,1.14E+12
Kennethburgh,2/10/16 11:22,44.02,2.25E+11
East Stephen,11/19/16 4:47,43.84,7.37E+12
West Kevintown,3/11/16 9:03,42.13,4.57E+12
Kinghaven,6/1/16 19:02,29.88,9.43E+12
North Whitney,6/24/16 21:09,50.03,9.22E+12
Shelbyhaven,10/17/16 14:47,53.42,8.52E+12
South Joseph,2/10/16 4:40,38.98,4.40E+12
Kinghaven,10/24/16 13:55,29.51,7.23E+12
Hernandezshire,1/24/16 0:21,30.32,7.34E+12
Horneland,1/26/16 9:38,21.73,5.67E+12
East Leslie,11/13/16 10:21,15.71,7.28E+12
North Whitney,6/10/16 18:27,29.25,4.07E+12
Jacksonfort,1/9/16 1:11,50.43,9.89E+12
South Joseph,11/21/16 5:16,56.41,1.76E+12
East Stephen,5/23/16 12:55,48.49,9.99E+12
South Elizabethmouth,4/3/16 11:13,22.79,8.19E+12
Hernandezshire,3/5/16 10:40,23.35,7.44E+12
East Leslie,3/6/16 6:10,51.32,6.84E+12
East Troybury,1/6/16 13:25,59.53,5.28E+12
Erikport,4/19/16 6:56,26.4,8.82E+12
East Stephen,9/30/16 12:57,58.45,2.79E+12
South Joseph,2/3/16 21:31,46.32,2.95E+12
East Leslie,3/4/16 10:18,13.43,8.81E+12
Jacksonfort,11/15/16 18:10,34.73,2.87E+12
Kinghaven,2/26/16 6:13,29.15,7.56E+12
South Elizabethmouth,3/11/16 12:27,26.72,4.94E+12
South Joseph,2/15/16 2:35,39.18,2.13E+12
East Stephen,3/23/16 17:37,28.13,5.54E+12
West Kevintown,6/25/16 8:04,24.53,8.19E+12
East Stephen,8/24/16 1:16,39.71,4.86E+12
Hernandezshire,4/11/16 4:44,10.41,9.82E+12
East Leslie,11/28/16 9:09,37.76,8.05E+11
East Troybury,2/29/16 7:26,14.01,6.87E+12
Kennethburgh,2/29/16 21:50,47.48,12105457917
Shelbyhaven,4/21/16 19:22,37.19,5.14E+12
North Whitney,2/21/16 18:20,42.01,3.31E+12
Hernandezshire,6/26/16 11:16,26.29,3.04E+11
South Joseph,2/24/16 7:17,43.15,1.18E+12
East Leslie,9/8/16 19:19,30.59,8.21E+12
Jacksonfort,6/9/16 23:01,24.63,9.78E+11
North Whitney,11/14/16 10:46,55.07,8.00E+12
South Joseph,8/24/16 23:19,40.57,4.36E+12
Stevensport,10/30/16 16:24,22.81,3.12E+12
East Troybury,7/1/16 12:48,12.88,5.99E+12
Matthewside,2/23/16 17:46,59.65,2.41E+11
East Troybury,4/16/16 1:37,26.6,2.96E+12
Hernandezshire,11/25/16 20:34,38.45,2.90E+12
West Kevintown,7/24/16 13:41,11.78,2.00E+12
Erikport,1/18/16 7:11,10.66,9.29E+12
Hernandezshire,11/20/16 17:32,26.79,3.10E+12
East Leslie,3/2/16 22:09,36.61,5.50E+12
Erikport,11/28/16 5:51,23.38,6.39E+12
North Whitney,1/24/16 9:14,24.37,7.07E+12
Kennethburgh,3/22/16 18:04,25.67,1.48E+12
Kennethburgh,3/22/16 12:38,36.54,7.21E+12
Erikport,6/28/16 7:08,51.09,3.15E+12
Stevensport,5/11/16 12:08,41.83,1.59E+12
East Stephen,3/14/16 1:46,30.59,9.12E+12
New Johnbury,5/3/16 4:52,40.71,2.92E+12
South Joseph,10/8/16 2:37,19.21,7.54E+12
Stevensport,10/13/16 3:36,52.99,9.77E+12
North Whitney,3/24/16 10:27,29.72,3.82E+12
Shelbyhaven,6/12/16 16:57,30.18,2.02E+12
Kennethburgh,7/13/16 18:13,59.64,1.67E+12
Shelbyhaven,7/22/16 5:59,10.64,1.41E+12
West Kevintown,6/15/16 19:53,13.5,9.58E+12
Matthewside,2/23/16 0:43,40.84,8.67E+12
Erikport,11/26/16 4:39,44.21,9.60E+12
Kinghaven,7/23/16 8:23,46.08,8.44E+12
Hernandezshire,2/24/16 17:30,44.68,6.39E+12
Kennethburgh,1/1/16 4:31,33.53,5.15E+12
Stevensport,2/22/16 2:45,19.91,8.08E+11
South Elizabethmouth,11/23/16 7:47,46.39,1.94E+12
East Stephen,7/30/16 21:25,35.39,1.11E+12
Jacksonfort,10/1/16 13:41,34.17,7.75E+12
Kennethburgh,4/30/16 20:44,23.58,4.52E+12
Horneland,3/25/16 2:05,20.04,5.73E+12
Shelbyhaven,1/25/16 1:39,59.43,8.09E+12
Erikport,8/3/16 21:19,47.67,9.20E+12
Kennethburgh,11/19/16 6:59,18.37,5.90E+12
Jacksonfort,10/20/16 16:42,37.75,4.36E+12
South Joseph,10/15/16 3:53,32.5,2.76E+12
Matthewside,5/18/16 2:00,48.67,2.05E+12
Matthewside,8/8/16 14:02,24.97,2.87E+12
South Joseph,10/28/16 9:52,25.34,6.71E+12
South Elizabethmouth,7/19/16 9:35,31.09,2.96E+12
North Whitney,11/11/16 16:24,22.99,3.45E+12
New Johnbury,8/29/16 2:36,18.83,7.37E+12
East Leslie,6/22/16 7:45,34.54,6.85E+11
Kennethburgh,6/7/16 11:43,56.02,3.12E+11
West Kevintown,2/10/16 0:50,34.69,9.60E+12
East Troybury,3/14/16 1:55,38.8,9.21E+12
North Whitney,1/26/16 1:06,34.92,4.17E+12
South Joseph,9/28/16 7:30,12.55,4.34E+12
South Elizabethmouth,4/21/16 10:20,16.5,5.70E+12